,Neighbourhood,Neighbourhood Latitude,Neighbourhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
921,"Richmond, Adelaide, King",43.6505712,-79.3845675,Fat Bastard Burrito Co.,43.648146672800344,-79.38921873094012,Burrito Place
922,"Richmond, Adelaide, King",43.6505712,-79.3845675,Soup Nutsy,43.647857591711336,-79.38053285911379,Soup Place
923,"Richmond, Adelaide, King",43.6505712,-79.3845675,Starbucks,43.646890531355616,-79.38187054975934,Coffee Shop
924,"Richmond, Adelaide, King",43.6505712,-79.3845675,McEwan Foods,43.64716011126396,-79.38104402548048,Deli / Bodega
925,"Richmond, Adelaide, King",43.6505712,-79.3845675,Druxy's,43.648015481211395,-79.37990651776452,Deli / Bodega
926,"Harbourfront East, Union Station, Toronto Islands",43.6408157,-79.3817523,Harbourfront,43.639525632239106,-79.38068838052389,Neighborhood
927,"Harbourfront East, Union Station, Toronto Islands",43.6408157,-79.3817523,Roundhouse Park,43.64174513889102,-79.38427882922346,Park
928,"Harbourfront East, Union Station, Toronto Islands",43.6408157,-79.3817523,BeaverTails,43.639736,-79.380068,Dessert Shop
929,"Harbourfront East, Union Station, Toronto Islands",43.6408157,-79.3817523,Lake Ontario,43.63894493157648,-79.37966465950012,Lake
930,"Harbourfront East, Union Station, Toronto Islands",43.6408157,-79.3817523,Harbourfront Centre,43.63855578926675,-79.38319016270458,Performing Arts Venue
931,"Harbourfront East, Union Station, Toronto Islands",43.6408157,-79.3817523,Maple Leaf Square,43.64292522840183,-79.38089182467687,Plaza
932,"Harbourfront East, Union Station, Toronto Islands",43.6408157,-79.3817523,iQ Food Co,43.642851,-79.382081,Salad Place
933,"Harbourfront East, Union Station, Toronto Islands",43.6408157,-79.3817523,Real Sports Apparel,43.64285984835777,-79.38018363195047,Sporting Goods Shop
934,"Harbourfront East, Union Station, Toronto Islands",43.6408157,-79.3817523,Delta Hotels by Marriott Toronto,43.6428819,-79.3839491,Hotel
935,"Harbourfront East, Union Station, Toronto Islands",43.6408157,-79.3817523,Natrel Pond/Rink,43.6384313677662,-79.38252754335107,Skating Rink
936,"Harbourfront East, Union Station, Toronto Islands",43.6408157,-79.3817523,Longo's Maple Leaf Square,43.64251679604069,-79.38139301653129,Supermarket
937,"Harbourfront East, Union Station, Toronto Islands",43.6408157,-79.3817523,Harbour Square Park,43.63925269130776,-79.37839547902978,Park
938,"Harbourfront East, Union Station, Toronto Islands",43.6408157,-79.3817523,Ontario Square,43.63937829745867,-79.38209598496967,Plaza
939,"Harbourfront East, Union Station, Toronto Islands",43.6408157,-79.3817523,Le Germain Hotel,43.64312502979691,-79.38091770864038,Hotel
940,"Harbourfront East, Union Station, Toronto Islands",43.6408157,-79.3817523,Aroma Espresso Bar,43.6423209103846,-79.38374932648954,Café
941,"Harbourfront East, Union Station, Toronto Islands",43.6408157,-79.3817523,Lick It Gelato,43.63925633222479,-79.38464951914256,Ice Cream Shop
942,"Harbourfront East, Union Station, Toronto Islands",43.6408157,-79.3817523,e11even,43.64242558687748,-79.38144094115985,New American Restaurant
943,"Harbourfront East, Union Station, Toronto Islands",43.6408157,-79.3817523,Miku,43.64137436,-79.37753063,Japanese Restaurant
944,"Harbourfront East, Union Station, Toronto Islands",43.6408157,-79.3817523,TELUS,43.64331243103257,-79.38099939294844,IT Services
945,"Harbourfront East, Union Station, Toronto Islands",43.6408157,-79.3817523,Evviva Restaurant,43.64157991761808,-79.38345644030795,Deli / Bodega
946,"Harbourfront East, Union Station, Toronto Islands",43.6408157,-79.3817523,Delta Toronto Club Lounge,43.64308454373067,-79.38388489051405,Roof Deck
947,"Harbourfront East, Union Station, Toronto Islands",43.6408157,-79.3817523,Scotiabank Arena,43.64344617535107,-79.37903988889991,Basketball Stadium
948,"Harbourfront East, Union Station, Toronto Islands",43.6408157,-79.3817523,Fleck Dance Theater,43.638300366812686,-79.3804699399247,Dance Studio
949,"Harbourfront East, Union Station, Toronto Islands",43.6408157,-79.3817523,Air Canada Club,43.643224100030416,-79.37915938219528,Lounge
950,"Harbourfront East, Union Station, Toronto Islands",43.6408157,-79.3817523,Mos Mos,43.64163954520267,-79.3775517786762,Coffee Shop
951,"Harbourfront East, Union Station, Toronto Islands",43.6408157,-79.3817523,Boxcar Social,43.63831906511549,-79.38246311921247,Café
952,"Harbourfront East, Union Station, Toronto Islands",43.6408157,-79.3817523,Union Pearson Express,43.64436200658875,-79.38319927907953,Train Station
953,"Harbourfront East, Union Station, Toronto Islands",43.6408157,-79.3817523,Ripley's Aquarium of Canada,43.642104321965796,-79.38625159146146,Aquarium
954,"Harbourfront East, Union Station, Toronto Islands",43.6408157,-79.3817523,The Power Plant,43.63827200397285,-79.38199390946676,Art Gallery
955,"Harbourfront East, Union Station, Toronto Islands",43.6408157,-79.3817523,Sharetea,43.640175967763966,-79.37960567018246,Bubble Tea Shop
956,"Harbourfront East, Union Station, Toronto Islands",43.6408157,-79.3817523,Toronto Railway Heritage Centre,43.64130010529897,-79.38588431405732,History Museum
957,"Harbourfront East, Union Station, Toronto Islands",43.6408157,-79.3817523,Steam Whistle Brewing,43.641751628677554,-79.38708862583252,Brewery
958,"Harbourfront East, Union Station, Toronto Islands",43.6408157,-79.3817523,Taverna Mercatto,43.64262514139939,-79.38325673989138,Italian Restaurant
959,"Harbourfront East, Union Station, Toronto Islands",43.6408157,-79.3817523,SOCO Kitchen+Bar,43.64303873929366,-79.38380850724118,Bistro
960,"Harbourfront East, Union Station, Toronto Islands",43.6408157,-79.3817523,Booster Juice,43.64322536,-79.3812383,Juice Bar
961,"Harbourfront East, Union Station, Toronto Islands",43.6408157,-79.3817523,CN Tower,43.642277432828145,-79.38705542070056,Monument / Landmark
962,"Harbourfront East, Union Station, Toronto Islands",43.6408157,-79.3817523,Lavazza Espression,43.63953746292591,-79.38176322686563,Coffee Shop
963,"Harbourfront East, Union Station, Toronto Islands",43.6408157,-79.3817523,Sky Pod,43.64256148814412,-79.38703777833165,Scenic Lookout
964,"Harbourfront East, Union Station, Toronto Islands",43.6408157,-79.3817523,Ray Bay,43.642323,-79.38593,Aquarium
965,"Harbourfront East, Union Station, Toronto Islands",43.6408157,-79.3817523,Pearl Harbourfront,43.63815654013541,-79.38068763743328,Chinese Restaurant
966,"Harbourfront East, Union Station, Toronto Islands",43.6408157,-79.3817523,Dangerous Lagoon,43.64233,-79.385925,Aquarium
967,"Harbourfront East, Union Station, Toronto Islands",43.6408157,-79.3817523,Harbour 60 Toronto,43.64222021431867,-79.37794459004243,Steakhouse
968,"Harbourfront East, Union Station, Toronto Islands",43.6408157,-79.3817523,Corks Beer & Wine Bar,43.64249338656422,-79.38154042927468,Bar
969,"Harbourfront East, Union Station, Toronto Islands",43.6408157,-79.3817523,WVRST,43.64496809087762,-79.38137631843854,Beer Bar
970,"Harbourfront East, Union Station, Toronto Islands",43.6408157,-79.3817523,Balzac's Coffee,43.644372584148364,-79.38306470027423,Coffee Shop
971,"Harbourfront East, Union Station, Toronto Islands",43.6408157,-79.3817523,Harbourfront Wavedecks,43.6389104293985,-79.38485064893273,Scenic Lookout
972,"Harbourfront East, Union Station, Toronto Islands",43.6408157,-79.3817523,RS - Real Sports,43.64255846521551,-79.37996506690979,Sports Bar
973,"Harbourfront East, Union Station, Toronto Islands",43.6408157,-79.3817523,Rogers Centre,43.64175329733295,-79.38714957057036,Baseball Stadium
974,"Harbourfront East, Union Station, Toronto Islands",43.6408157,-79.3817523,Labatt Breweries of Canada,43.63828189167837,-79.38037771487727,Brewery
975,"Harbourfront East, Union Station, Toronto Islands",43.6408157,-79.3817523,Enwave Theatre,43.63863608843057,-79.38229942602973,Theater
976,"Harbourfront East, Union Station, Toronto Islands",43.6408157,-79.3817523,Pilot Coffee Roasters,43.64501814464698,-79.3804150931199,Coffee Shop
977,"Harbourfront East, Union Station, Toronto Islands",43.6408157,-79.3817523,Pie Bar,43.63817355603517,-79.38054644461133,Pizza Place
978,"Harbourfront East, Union Station, Toronto Islands",43.6408157,-79.3817523,WestJet Stage,43.63802210524934,-79.38353594515505,Music Venue
979,"Harbourfront East, Union Station, Toronto Islands",43.6408157,-79.3817523,Union Chicken,43.64491185903613,-79.38232534702786,Fried Chicken Joint
980,"Harbourfront East, Union Station, Toronto Islands",43.6408157,-79.3817523,Steam Whistle's Biergarten,43.64066595472727,-79.38585895302366,Restaurant
981,"Harbourfront East, Union Station, Toronto Islands",43.6408157,-79.3817523,Tim Hortons,43.6387246,-79.3863403,Coffee Shop
982,"Harbourfront East, Union Station, Toronto Islands",43.6408157,-79.3817523,Gonoe Sushi Japanese Restaurant,43.63901430970685,-79.38591360078077,Sushi Restaurant
983,"Harbourfront East, Union Station, Toronto Islands",43.6408157,-79.3817523,Joe Bird,43.6382035241723,-79.38035466343936,Fried Chicken Joint
984,"Harbourfront East, Union Station, Toronto Islands",43.6408157,-79.3817523,Kupfert & Kim,43.64117858582677,-79.37814448224783,Vegetarian / Vegan Restaurant
985,"Harbourfront East, Union Station, Toronto Islands",43.6408157,-79.3817523,Buster's Sea Cove,43.642636994917666,-79.38337001427526,Seafood Restaurant
986,"Harbourfront East, Union Station, Toronto Islands",43.6408157,-79.3817523,World Café at Harbourfront Centre,43.63834730048568,-79.383045755058,Café
987,"Harbourfront East, Union Station, Toronto Islands",43.6408157,-79.3817523,Rainbow Reef,43.64226,-79.385994,Aquarium
988,"Harbourfront East, Union Station, Toronto Islands",43.6408157,-79.3817523,Canadian Waters,43.64210325443365,-79.3862534013201,Aquarium
989,"Harbourfront East, Union Station, Toronto Islands",43.6408157,-79.3817523,Starbucks,43.639954,-79.382025,Coffee Shop
990,"Harbourfront East, Union Station, Toronto Islands",43.6408157,-79.3817523,The Rec Room,43.641109851662456,-79.38676279808568,Bar
991,"Harbourfront East, Union Station, Toronto Islands",43.6408157,-79.3817523,Amano Pasta,43.64491852117436,-79.38235777637108,Italian Restaurant
992,"Harbourfront East, Union Station, Toronto Islands",43.6408157,-79.3817523,Panago,43.64251764051932,-79.38359138522554,Pizza Place
993,"Harbourfront East, Union Station, Toronto Islands",43.6408157,-79.3817523,Sushi Shop,43.643485,-79.38096,Restaurant
994,"Harbourfront East, Union Station, Toronto Islands",43.6408157,-79.3817523,Amsterdam Brewhouse,43.63812210550607,-79.38480300808894,Brewery
995,"Harbourfront East, Union Station, Toronto Islands",43.6408157,-79.3817523,Starbucks,43.64309,-79.383071,Coffee Shop
996,"Harbourfront East, Union Station, Toronto Islands",43.6408157,-79.3817523,Redpath Stage,43.63876358449261,-79.38331731184844,Music Venue
997,"Harbourfront East, Union Station, Toronto Islands",43.6408157,-79.3817523,Subway,43.6397080530486,-79.38344130418051,Sandwich Place
998,"Harbourfront East, Union Station, Toronto Islands",43.6408157,-79.3817523,Dollarama,43.641765,-79.379589,Discount Store
999,"Harbourfront East, Union Station, Toronto Islands",43.6408157,-79.3817523,Iron Rose Tea Gallery,43.6400591104487,-79.38315167425998,Tea Room
1000,"Harbourfront East, Union Station, Toronto Islands",43.6408157,-79.3817523,Indian Roti House,43.63906038875002,-79.38542224544638,Indian Restaurant
1001,"Harbourfront East, Union Station, Toronto Islands",43.6408157,-79.3817523,Toronto Blue Jays Box Office,43.64241616569043,-79.38586232130253,Baseball Stadium
1002,"Harbourfront East, Union Station, Toronto Islands",43.6408157,-79.3817523,360 Restaurant,43.642537317144566,-79.38704201569328,Wine Bar
1003,"Harbourfront East, Union Station, Toronto Islands",43.6408157,-79.3817523,Glass Floor,43.642643117348996,-79.38694780301735,Scenic Lookout
1004,"Harbourfront East, Union Station, Toronto Islands",43.6408157,-79.3817523,Starbucks,43.64265659071355,-79.3833577475679,Coffee Shop
1005,"Harbourfront East, Union Station, Toronto Islands",43.6408157,-79.3817523,Toronto Railway Museum,43.64074506722835,-79.38598104134535,History Museum
1006,"Harbourfront East, Union Station, Toronto Islands",43.6408157,-79.3817523,"The Westin Harbour Castle, Toronto",43.64121139206991,-79.37574863433838,Hotel
1007,"Harbourfront East, Union Station, Toronto Islands",43.6408157,-79.3817523,Aroma Espresso Bar,43.64074017304165,-79.37847790115718,Coffee Shop
1008,"Harbourfront East, Union Station, Toronto Islands",43.6408157,-79.3817523,Uncle Tetsu's Japanese Cheesecake,43.64442750617172,-79.38131123056226,Bakery
1009,"Harbourfront East, Union Station, Toronto Islands",43.6408157,-79.3817523,Popeyes Louisiana Kitchen,43.639864,-79.381136,Fried Chicken Joint
1010,"Harbourfront East, Union Station, Toronto Islands",43.6408157,-79.3817523,Starbucks,43.644580752794965,-79.38167197782931,Coffee Shop
1011,"Harbourfront East, Union Station, Toronto Islands",43.6408157,-79.3817523,Starbucks,43.64510181136508,-79.38360972232998,Coffee Shop
1012,"Harbourfront East, Union Station, Toronto Islands",43.6408157,-79.3817523,Kellys Landing,43.645081624120245,-79.38304962483915,Restaurant
1013,"Harbourfront East, Union Station, Toronto Islands",43.6408157,-79.3817523,McCafé,43.644490691919735,-79.38110912246584,Café
1014,"Harbourfront East, Union Station, Toronto Islands",43.6408157,-79.3817523,Radisson Admiral Hotel Toronto-Harbourfront,43.63876484495362,-79.38587089636458,Hotel
1015,"Harbourfront East, Union Station, Toronto Islands",43.6408157,-79.3817523,Maple Leaf Cinema,43.64222083877541,-79.38764371750614,Indie Movie Theater
1016,"Harbourfront East, Union Station, Toronto Islands",43.6408157,-79.3817523,Jays Shop Stadium Edition,43.64172087102789,-79.38712659895614,Sporting Goods Shop
1017,"Harbourfront East, Union Station, Toronto Islands",43.6408157,-79.3817523,Queen's Quay Terminal,43.63831769002353,-79.38041263300326,Office
1018,"Harbourfront East, Union Station, Toronto Islands",43.6408157,-79.3817523,The Danish Pastry House,43.64526188121351,-79.38084966956498,Bakery
1019,"Harbourfront East, Union Station, Toronto Islands",43.6408157,-79.3817523,Union Food Court,43.644596060712175,-79.3811995633232,Food Court
1020,"Harbourfront East, Union Station, Toronto Islands",43.6408157,-79.3817523,Winners,43.64206291678669,-79.37900143460836,Department Store
1021,"Harbourfront East, Union Station, Toronto Islands",43.6408157,-79.3817523,Tim Hortons,43.63882773618699,-79.38037276268005,Coffee Shop
1022,"Harbourfront East, Union Station, Toronto Islands",43.6408157,-79.3817523,The Chartroom Bar & Lounge,43.640485908474695,-79.37604353917551,Hotel Bar
1023,"Harbourfront East, Union Station, Toronto Islands",43.6408157,-79.3817523,Starbucks,43.64099011203675,-79.37626361846924,Coffee Shop
1024,"Harbourfront East, Union Station, Toronto Islands",43.6408157,-79.3817523,Piazza Manna,43.641460067165184,-79.37771914472566,Italian Restaurant
1025,"Harbourfront East, Union Station, Toronto Islands",43.6408157,-79.3817523,RBC Royal Bank,43.6408925738686,-79.37841340899467,Bank
1026,"Toronto Dominion Centre, Design Exchange",43.6471768,-79.3815764,Canoe,43.647452066183476,-79.38132001815676,Restaurant
1027,"Toronto Dominion Centre, Design Exchange",43.6471768,-79.3815764,Equinox Bay Street,43.64809974034856,-79.37998869411526,Gym
1028,"Toronto Dominion Centre, Design Exchange",43.6471768,-79.3815764,Brick Street Bakery,43.6488151631615,-79.38060468610949,Bakery
1029,"Toronto Dominion Centre, Design Exchange",43.6471768,-79.3815764,Pilot Coffee Roasters,43.648835391245896,-79.3809358125033,Coffee Shop
1030,"Toronto Dominion Centre, Design Exchange",43.6471768,-79.3815764,Walrus Pub & Beer Hall,43.64737470920577,-79.37951515363918,Pub
1031,"Toronto Dominion Centre, Design Exchange",43.6471768,-79.3815764,Mos Mos Coffee,43.64815919753501,-79.37874450467258,Café
1032,"Toronto Dominion Centre, Design Exchange",43.6471768,-79.3815764,Maman,43.64830873804684,-79.38225333898805,Café
1033,"Toronto Dominion Centre, Design Exchange",43.6471768,-79.3815764,WVRST,43.64496809087762,-79.38137631843854,Beer Bar
1034,"Toronto Dominion Centre, Design Exchange",43.6471768,-79.3815764,Adelaide Club Toronto,43.64927944291712,-79.38192123284551,Gym / Fitness Center
1035,"Toronto Dominion Centre, Design Exchange",43.6471768,-79.3815764,King Taps,43.648475974183,-79.38205778358744,Gastropub
1036,"Toronto Dominion Centre, Design Exchange",43.6471768,-79.3815764,Bymark,43.647217284018005,-79.38125188166379,Restaurant
1037,"Toronto Dominion Centre, Design Exchange",43.6471768,-79.3815764,The Fairmont Royal York,43.64544914616651,-79.3815076529019,Hotel
1038,"Toronto Dominion Centre, Design Exchange",43.6471768,-79.3815764,Pilot Coffee Roasters,43.64501814464698,-79.3804150931199,Coffee Shop
1039,"Toronto Dominion Centre, Design Exchange",43.6471768,-79.3815764,Dineen @CommerceCourt,43.648250543365556,-79.38012728220869,Coffee Shop
1040,"Toronto Dominion Centre, Design Exchange",43.6471768,-79.3815764,Chotto Matte,43.646473,-79.378782,Japanese Restaurant
1041,"Toronto Dominion Centre, Design Exchange",43.6471768,-79.3815764,Union Pearson Express,43.64436200658875,-79.38319927907953,Train Station
1042,"Toronto Dominion Centre, Design Exchange",43.6471768,-79.3815764,Hockey Hall Of Fame (Hockey Hall of Fame),43.646974451431056,-79.37732323942681,Museum
1043,"Toronto Dominion Centre, Design Exchange",43.6471768,-79.3815764,Hy's Steakhouse,43.649504756476944,-79.38291850488223,Steakhouse
1044,"Toronto Dominion Centre, Design Exchange",43.6471768,-79.3815764,Olly Fresco's,43.646912231909276,-79.37959661696463,Deli / Bodega
1045,"Toronto Dominion Centre, Design Exchange",43.6471768,-79.3815764,Petit Four Bakery,43.647743692587085,-79.37958814250598,Sandwich Place
1046,"Toronto Dominion Centre, Design Exchange",43.6471768,-79.3815764,Design Exchange,43.64797219581623,-79.38010382588462,Art Gallery
1047,"Toronto Dominion Centre, Design Exchange",43.6471768,-79.3815764,Cactus Club Cafe,43.6495520142626,-79.38167072512041,American Restaurant
1048,"Toronto Dominion Centre, Design Exchange",43.6471768,-79.3815764,Ki Modern Japanese + Bar,43.647223,-79.3793738,Japanese Restaurant
1049,"Toronto Dominion Centre, Design Exchange",43.6471768,-79.3815764,Pizzeria Libretto,43.64833354686235,-79.38511050184168,Pizza Place
1050,"Toronto Dominion Centre, Design Exchange",43.6471768,-79.3815764,Cafe Landwer,43.64875349932059,-79.3853673607289,Café
1051,"Toronto Dominion Centre, Design Exchange",43.6471768,-79.3815764,Roy Thomson Hall,43.6465886970634,-79.38597899374354,Concert Hall
1052,"Toronto Dominion Centre, Design Exchange",43.6471768,-79.3815764,Balzac's Coffee,43.644372584148364,-79.38306470027423,Coffee Shop
1053,"Toronto Dominion Centre, Design Exchange",43.6471768,-79.3815764,Café Plenty,43.6491179354577,-79.37831288380438,Café
1054,"Toronto Dominion Centre, Design Exchange",43.6471768,-79.3815764,The Keg Steakhouse + Bar - York Street,43.64998659318569,-79.38410336664538,Restaurant
1055,"Toronto Dominion Centre, Design Exchange",43.6471768,-79.3815764,Dineen Coffee,43.650497,-79.378765,Café
1056,"Toronto Dominion Centre, Design Exchange",43.6471768,-79.3815764,John & Sons Oyster House,43.65065642537144,-79.38161285228475,Seafood Restaurant
1057,"Toronto Dominion Centre, Design Exchange",43.6471768,-79.3815764,Soho House Toronto,43.64873430659662,-79.38654117564838,Speakeasy
1058,"Toronto Dominion Centre, Design Exchange",43.6471768,-79.3815764,Bosk at Shangri-La,43.649022736761516,-79.38582635521233,Asian Restaurant
1059,"Toronto Dominion Centre, Design Exchange",43.6471768,-79.3815764,Buster's Sea Cove,43.64777410584289,-79.37918080262172,Seafood Restaurant
1060,"Toronto Dominion Centre, Design Exchange",43.6471768,-79.3815764,Beerbistro,43.64941904378835,-79.37723726034164,Gastropub
1061,"Toronto Dominion Centre, Design Exchange",43.6471768,-79.3815764,Shangri-La Toronto,43.64912919417502,-79.3865566853963,Hotel
1062,"Toronto Dominion Centre, Design Exchange",43.6471768,-79.3815764,Scotiabank Arena,43.64344617535107,-79.37903988889991,Basketball Stadium
1063,"Toronto Dominion Centre, Design Exchange",43.6471768,-79.3815764,Tim Hortons,43.646255967524645,-79.37957346439356,Coffee Shop
1064,"Toronto Dominion Centre, Design Exchange",43.6471768,-79.3815764,John & Sons Oyster House,43.65060229830571,-79.38155510682869,Seafood Restaurant
1065,"Toronto Dominion Centre, Design Exchange",43.6471768,-79.3815764,The Ritz-Carlton,43.645330157595886,-79.38708901405334,Hotel
1066,"Toronto Dominion Centre, Design Exchange",43.6471768,-79.3815764,Rosalinda,43.650252483069295,-79.38515575620075,Vegetarian / Vegan Restaurant
1067,"Toronto Dominion Centre, Design Exchange",43.6471768,-79.3815764,Maple Leaf Square,43.64292522840183,-79.38089182467687,Plaza
1068,"Toronto Dominion Centre, Design Exchange",43.6471768,-79.3815764,Le Germain Hotel,43.64312502979691,-79.38091770864038,Hotel
1069,"Toronto Dominion Centre, Design Exchange",43.6471768,-79.3815764,Real Sports Apparel,43.64285984835777,-79.38018363195047,Sporting Goods Shop
1070,"Toronto Dominion Centre, Design Exchange",43.6471768,-79.3815764,TELUS,43.64331243103257,-79.38099939294844,IT Services
1071,"Toronto Dominion Centre, Design Exchange",43.6471768,-79.3815764,TOCA,43.64543117726125,-79.38705858895491,Italian Restaurant
1072,"Toronto Dominion Centre, Design Exchange",43.6471768,-79.3815764,DAVIDsTEA,43.650546552943766,-79.38338493349875,Tea Room
1073,"Toronto Dominion Centre, Design Exchange",43.6471768,-79.3815764,The National Club,43.64934259283233,-79.3805735731846,Wine Bar
1074,"Toronto Dominion Centre, Design Exchange",43.6471768,-79.3815764,iQ Food Co,43.642851,-79.382081,Salad Place
1075,"Toronto Dominion Centre, Design Exchange",43.6471768,-79.3815764,Starbucks,43.647261,-79.378599,Coffee Shop
1076,"Toronto Dominion Centre, Design Exchange",43.6471768,-79.3815764,Garrison Bespoke,43.648102,-79.376334,Tailor Shop
1077,"Toronto Dominion Centre, Design Exchange",43.6471768,-79.3815764,The Adelaide Hotel Toronto,43.6498312,-79.3801639,Hotel
1078,"Toronto Dominion Centre, Design Exchange",43.6471768,-79.3815764,Bulldog On The Block,43.65065218852629,-79.38414092873634,Coffee Shop
1079,"Toronto Dominion Centre, Design Exchange",43.6471768,-79.3815764,Air Canada Club,43.643224100030416,-79.37915938219528,Lounge
1080,"Toronto Dominion Centre, Design Exchange",43.6471768,-79.3815764,The Chase,43.650951982093595,-79.37942201983014,New American Restaurant
1081,"Toronto Dominion Centre, Design Exchange",43.6471768,-79.3815764,Royal Alexandra Theatre,43.647255,-79.38753,Theater
1082,"Toronto Dominion Centre, Design Exchange",43.6471768,-79.3815764,Assembly Chef's Hall,43.650578865093934,-79.3834119303614,Food Court
1083,"Toronto Dominion Centre, Design Exchange",43.6471768,-79.3815764,iQ Food Co,43.64748168603231,-79.37910417362639,Fast Food Restaurant
1084,"Toronto Dominion Centre, Design Exchange",43.6471768,-79.3815764,Cosmopolitan Toronto Centre Hotel & Spa,43.64906432957466,-79.37759759701125,Hotel
1085,"Toronto Dominion Centre, Design Exchange",43.6471768,-79.3815764,Delta Toronto Club Lounge,43.64308454373067,-79.38388489051405,Roof Deck
1086,"Toronto Dominion Centre, Design Exchange",43.6471768,-79.3815764,Biff's Bistro,43.647084825125084,-79.37634231908494,French Restaurant
1087,"Toronto Dominion Centre, Design Exchange",43.6471768,-79.3815764,Estiatorio Volos,43.65032912559998,-79.38453301297716,Greek Restaurant
1088,"Toronto Dominion Centre, Design Exchange",43.6471768,-79.3815764,Meridian Hall,43.646292124205594,-79.37602179505662,Concert Hall
1089,"Toronto Dominion Centre, Design Exchange",43.6471768,-79.3815764,M Square Coffee Co,43.65121797253777,-79.38355459932247,Coffee Shop
1090,"Toronto Dominion Centre, Design Exchange",43.6471768,-79.3815764,Craft Beer Market,43.6498722789121,-79.37839828995996,Beer Bar
1091,"Toronto Dominion Centre, Design Exchange",43.6471768,-79.3815764,The Gabardine,43.65098801064232,-79.38122513218154,American Restaurant
1092,"Toronto Dominion Centre, Design Exchange",43.6471768,-79.3815764,Hilton,43.6499459,-79.385479,Hotel
1093,"Toronto Dominion Centre, Design Exchange",43.6471768,-79.3815764,Brookfield Place,43.646790641203026,-79.37876938530562,Shopping Mall
1094,"Toronto Dominion Centre, Design Exchange",43.6471768,-79.3815764,Irish Embassy,43.647918499361516,-79.37727345157903,Irish Pub
1095,"Toronto Dominion Centre, Design Exchange",43.6471768,-79.3815764,Victoria's Restaurant,43.64929834396347,-79.37643067251867,Restaurant
1096,"Toronto Dominion Centre, Design Exchange",43.6471768,-79.3815764,Starbucks,43.64621307149554,-79.37908847368506,Coffee Shop
1097,"Toronto Dominion Centre, Design Exchange",43.6471768,-79.3815764,Jump,43.64814738516352,-79.37875242540652,American Restaurant
1098,"Toronto Dominion Centre, Design Exchange",43.6471768,-79.3815764,Ninki Izakaya,43.65022782352305,-79.38486260004564,Japanese Restaurant
1099,"Toronto Dominion Centre, Design Exchange",43.6471768,-79.3815764,Brooks Brothers,43.646852351216,-79.37944665991276,Clothing Store
1100,"Toronto Dominion Centre, Design Exchange",43.6471768,-79.3815764,Starbucks,43.649328,-79.378339,Coffee Shop
1101,"Toronto Dominion Centre, Design Exchange",43.6471768,-79.3815764,Tachi,43.65059603893127,-79.38339613055128,Sushi Restaurant
1102,"Toronto Dominion Centre, Design Exchange",43.6471768,-79.3815764,Sweet Lulu,43.65055650489936,-79.38117543224395,Asian Restaurant
1103,"Toronto Dominion Centre, Design Exchange",43.6471768,-79.3815764,Toronto PATH System,43.64990340698978,-79.3830527039004,General Travel
1104,"Toronto Dominion Centre, Design Exchange",43.6471768,-79.3815764,John Allans,43.651446635211904,-79.38135389611388,Salon / Barbershop
1105,"Toronto Dominion Centre, Design Exchange",43.6471768,-79.3815764,Mercatto,43.6502431921682,-79.38081989149896,Italian Restaurant
1106,"Toronto Dominion Centre, Design Exchange",43.6471768,-79.3815764,Boxcar Social Temperance,43.65055725249405,-79.38195634640063,Bar
1107,"Toronto Dominion Centre, Design Exchange",43.6471768,-79.3815764,Ruth's Chris Steak House,43.6499174,-79.3857238,Steakhouse
1108,"Toronto Dominion Centre, Design Exchange",43.6471768,-79.3815764,Szechuan Express,43.6469728132212,-79.37954884053248,Chinese Restaurant
1109,"Toronto Dominion Centre, Design Exchange",43.6471768,-79.3815764,Fast Fresh Foods,43.649392411305456,-79.37812292780795,Salad Place
1110,"Toronto Dominion Centre, Design Exchange",43.6471768,-79.3815764,Spirit of Hockey,43.64704692224217,-79.37753727586353,Sporting Goods Shop
1111,"Toronto Dominion Centre, Design Exchange",43.6471768,-79.3815764,Fast Fresh Foods,43.647707960663595,-79.3795487376397,Salad Place
1112,"Toronto Dominion Centre, Design Exchange",43.6471768,-79.3815764,Toronto Maple Leafs Hockey Club,43.645786474455754,-79.37980311832982,General Entertainment
1113,"Toronto Dominion Centre, Design Exchange",43.6471768,-79.3815764,Over Easy,43.64807704204346,-79.37759871575396,Breakfast Spot
1114,"Toronto Dominion Centre, Design Exchange",43.6471768,-79.3815764,Bay Adelaide Centre,43.650878539102386,-79.38000310739676,Office
1115,"Toronto Dominion Centre, Design Exchange",43.6471768,-79.3815764,Druxy's,43.648015481211395,-79.37990651776452,Deli / Bodega
1116,"Toronto Dominion Centre, Design Exchange",43.6471768,-79.3815764,FLOCK Rotisserie + Greens,43.65098849486318,-79.38191708712704,Salad Place
1117,"Toronto Dominion Centre, Design Exchange",43.6471768,-79.3815764,Kupfert & Kim (Brookfield Place),43.64640689131027,-79.3791688653838,Gluten-free Restaurant
1118,"Toronto Dominion Centre, Design Exchange",43.6471768,-79.3815764,Starbucks,43.650159,-79.377793,Coffee Shop
1119,"Toronto Dominion Centre, Design Exchange",43.6471768,-79.3815764,Z-Teca Gourmet Burritos,43.6480141803431,-79.37911924716222,Burrito Place
1120,"Toronto Dominion Centre, Design Exchange",43.6471768,-79.3815764,Colibri,43.651041,-79.384065,Taco Place
